,,,,,,Rk,Player,Nation,Position,Squad,Competition,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals Against,Goals Against/90,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage
81,Rune Jarstein,no NOR,GK,Hertha BSC,de Bundesliga,34,1984,29,29,"2,547",28.3,46,1.63,143,99,72.7,11,5,13,9,31.0,7,7,0,0,0.0,Matches
82,Jesse Joronen,fi FIN,GK,Brescia,it Serie A,26,1993,29,29,"2,610",29.0,59,2.03,181,124,72.4,5,6,18,5,17.2,10,9,1,0,10.0,Matches
83,Lovre Kalinić,hr CRO,GK,Toulouse,fr Ligue 1,29,1990,4,4,306,3.4,4,1.18,15,11,73.3,0,1,3,1,25.0,0,0,0,0,,Matches
84,Stefanos Kapino,gr GRE,GK,Werder Bremen,de Bundesliga,25,1994,1,1,90,1.0,2,2.00,5,3,60.0,0,1,0,0,0.0,0,0,0,0,,Matches
85,Florian Kastenmeier,de GER,GK,Düsseldorf,de Bundesliga,22,1997,17,17,"1,530",17.0,31,1.82,78,49,62.8,2,9,6,2,11.8,3,2,1,0,33.3,Matches
86,Tomáš Koubek,cz CZE,GK,Augsburg,de Bundesliga,26,1992,24,24,"2,160",24.0,51,2.12,122,72,58.2,6,6,12,4,16.7,1,0,1,0,100.0,Matches
87,Thomas Kraft,de GER,GK,Hertha BSC,de Bundesliga,31,1988,4,4,360,4.0,9,2.25,19,10,52.6,0,3,1,0,0.0,0,0,0,0,,Matches
88,Tim Krul,nl NED,GK,Norwich City,eng Premier League,31,1988,36,36,"3,240",36.0,68,1.89,195,128,66.7,5,6,25,5,13.9,5,3,2,0,40.0,Matches
89,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,20,1999,27,27,"2,430",27.0,29,1.07,95,64,72.6,11,4,12,10,37.0,6,3,2,1,40.0,Matches
90,Gautier Larsonneur,fr FRA,GK,Brest,fr Ligue 1,22,1997,27,27,"2,398",26.6,34,1.28,132,96,76.5,7,10,10,7,25.9,5,3,2,0,40.0,Matches
91,Benjamin Lecomte,fr FRA,GK,Monaco,fr Ligue 1,28,1991,28,28,"2,520",28.0,44,1.57,134,91,71.6,11,7,10,7,25.0,6,6,0,0,0.0,Matches
92,Nicolas Lemaître,fr FRA,GK,Reims,fr Ligue 1,22,1997,1,1,90,1.0,3,3.00,4,1,50.0,0,0,1,0,0.0,1,1,0,0,0.0,Matches
93,Bernd Leno,de GER,GK,Arsenal,eng Premier League,27,1992,30,30,"2,649",29.4,39,1.33,151,111,78.1,9,13,8,7,23.3,7,6,1,0,14.3,Matches
94,Donovan Léon,gf GUF,GK,Brest,fr Ligue 1,26,1992,2,1,122,1.4,3,2.21,11,8,81.8,1,0,0,1,100.0,1,1,0,0,0.0,Matches
95,Karlo Letica,hr CRO,GK,SPAL,it Serie A,22,1997,10,10,900,10.0,29,2.90,65,36,55.4,0,1,9,0,0.0,1,0,1,0,100.0,Matches
96,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,32,1986,21,21,"1,807",20.1,21,1.05,99,78,80.8,11,6,4,6,28.6,3,2,1,0,33.3,Matches
97,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,28,1990,26,26,"2,340",26.0,25,0.96,86,64,73.3,10,7,9,8,30.8,3,2,0,1,0.0,Matches
98,Diego López,es ESP,GK,Espanyol,es La Liga,37,1981,36,36,"3,232",35.9,58,1.62,160,103,67.5,4,9,23,4,11.1,7,6,1,0,14.3,Matches
99,Pau López,es ESP,GK,Roma,it Serie A,24,1994,32,32,"2,880",32.0,45,1.41,132,86,72.0,18,6,8,5,15.6,9,8,1,0,11.1,Matches
100,Andreas Luthe,de GER,GK,Augsburg,de Bundesliga,32,1987,10,10,900,10.0,12,1.20,33,22,63.6,3,3,4,3,30.0,0,0,0,0,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
101,Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,24,1995,28,28,"2,520",28.0,27,0.96,83,58,72.3,15,4,9,12,42.9,6,4,1,1,20.0,Matches
102,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,34,1985,27,27,"2,371",26.3,27,1.02,92,67,75.0,15,8,4,11,40.7,4,4,0,0,0.0,Matches
103,Daniel Martín,es ESP,GK,Betis,es La Liga,21,1998,6,5,531,5.9,12,2.03,24,12,50.0,1,0,4,1,20.0,0,0,0,0,,Matches
104,David Martin,eng ENG,GK,West Ham,eng Premier League,33,1986,5,4,436,4.8,6,1.24,21,15,71.4,2,0,2,2,50.0,0,0,0,0,,Matches
105,Emiliano Martínez,ar ARG,GK,Arsenal,eng Premier League,26,1992,9,8,771,8.6,9,1.05,42,33,81.0,5,1,2,3,37.5,1,1,0,0,0.0,Matches
106,Jordi Masip,es ESP,GK,Valladolid,es La Liga,30,1989,35,35,"3,150",35.0,39,1.11,125,85,73.6,8,15,12,11,31.4,7,6,1,0,14.3,Matches
107,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,29,1989,28,28,"2,520",28.0,35,1.25,113,78,69.9,13,5,10,7,25.0,2,1,1,0,50.0,Matches
108,Michael McGovern,nir NIR,GK,Norwich City,eng Premier League,35,1984,2,1,159,1.8,6,3.40,13,6,53.8,0,0,1,0,0.0,1,0,1,0,100.0,Matches
109,Edouard Mendy,sn SEN,GK,Rennes,fr Ligue 1,27,1992,24,24,"2,160",24.0,19,0.79,79,60,79.7,13,5,6,9,37.5,4,3,1,0,25.0,Matches
110,Alex Meret,it ITA,GK,Napoli,it Serie A,22,1997,22,21,"1,951",21.7,33,1.52,84,51,66.7,9,5,7,3,14.3,6,5,1,0,16.7,Matches
111,Antonio Mirante,it ITA,GK,Roma,it Serie A,36,1983,5,5,450,5.0,5,1.00,24,19,83.3,2,1,2,2,40.0,1,1,0,0,0.0,Matches
112,Simon Moore,eng ENG,GK,Sheffield Utd,eng Premier League,29,1990,2,2,180,2.0,6,3.00,11,5,45.5,0,1,1,0,0.0,0,0,0,0,,Matches
113,Jessy Moulin,fr FRA,GK,Saint-Étienne,fr Ligue 1,33,1986,5,5,450,5.0,4,0.80,23,19,91.3,2,2,1,2,40.0,2,2,0,0,0.0,Matches
114,Florian Müller,de GER,GK,Mainz 05,de Bundesliga,21,1997,13,12,"1,125",12.5,25,2.00,66,40,65.2,3,2,7,2,16.7,3,2,1,0,33.3,Matches
115,Juan Musso,ar ARG,GK,Udinese,it Serie A,25,1994,38,38,"3,420",38.0,51,1.34,194,141,77.8,12,9,17,14,36.8,10,8,2,0,20.0,Matches
116,Yvon Mvogo,ch SUI,GK,RB Leipzig,de Bundesliga,25,1994,2,2,180,2.0,3,1.50,5,2,40.0,2,0,0,0,0.0,0,0,0,0,,Matches
117,Keylor Navas,cr CRC,GK,Paris S-G,fr Ligue 1,32,1986,21,21,"1,890",21.0,18,0.86,66,49,72.7,17,2,2,11,52.4,0,0,0,0,,Matches
118,Neto,br BRA,GK,Barcelona,es La Liga,30,1989,2,2,180,2.0,2,1.00,3,1,33.3,1,1,0,1,50.0,0,0,0,0,,Matches
119,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,33,1986,33,33,"2,970",33.0,31,0.94,110,79,74.5,25,4,4,15,45.5,4,3,1,0,25.0,Matches
120,Moritz Nicolas,de GER,GK,Union Berlin,de Bundesliga,21,1997,1,1,90,1.0,4,4.00,8,4,50.0,0,0,1,0,0.0,0,0,0,0,,Matches
121,Alexander Nübel,de GER,GK,Schalke 04,de Bundesliga,22,1996,26,26,"2,315",25.7,40,1.56,118,80,69.5,8,9,9,5,19.2,4,4,0,0,0.0,Matches
122,Ørjan Nyland,no NOR,GK,Aston Villa,eng Premier League,28,1990,7,5,539,6.0,12,2.00,27,15,55.6,0,2,3,1,20.0,0,0,0,0,,Matches
123,Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,26,1993,38,38,"3,395",37.7,27,0.72,111,87,78.4,18,16,4,17,44.7,4,3,0,1,0.0,Matches
124,Oier Olazábal,es ESP,GK,Espanyol,es La Liga,29,1989,2,2,180,2.0,0,0.00,3,3,100.0,1,1,0,2,100.0,0,0,0,0,,Matches
125,Robin Olsen,se SWE,GK,Cagliari,it Serie A,29,1990,17,17,"1,524",16.9,24,1.42,89,67,77.5,8,5,4,4,23.5,4,4,0,0,0.0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
126,David Ospina,co COL,GK,Napoli,it Serie A,30,1988,17,17,"1,469",16.3,17,1.04,54,37,72.2,9,3,5,4,23.5,2,2,0,0,0.0,Matches
127,Alexandre Oukidja,dz ALG,GK,Metz,fr Ligue 1,31,1988,27,27,"2,385",26.5,31,1.17,129,98,78.3,8,10,9,8,29.6,3,3,0,0,0.0,Matches
128,Fernando Pacheco,es ESP,GK,Alavés,es La Liga,27,1992,27,27,"2,358",26.2,37,1.41,102,62,71.6,7,7,13,6,22.2,11,8,3,0,27.3,Matches
129,Daniele Padelli,it ITA,GK,Inter,it Serie A,33,1985,4,4,270,3.0,4,1.33,8,4,62.5,2,0,1,1,25.0,1,1,0,0,0.0,Matches
130,Miquel Parera,es ESP,GK,Mallorca,es La Liga,23,1996,1,1,90,1.0,2,2.00,5,3,60.0,0,1,0,0,0.0,0,0,0,0,,Matches
131,Rui Patrício,pt POR,GK,Wolves,eng Premier League,31,1988,38,38,"3,420",38.0,40,1.05,129,88,69.8,15,14,9,13,34.2,3,1,2,0,66.7,Matches
132,Jiří Pavlenka,cz CZE,GK,Werder Bremen,de Bundesliga,27,1992,33,33,"2,970",33.0,67,2.03,169,105,60.9,8,6,19,4,12.1,1,1,0,0,0.0,Matches
133,Gianluca Pegolo,it ITA,GK,Sassuolo,it Serie A,38,1981,5,5,450,5.0,4,0.80,27,24,85.2,2,2,1,2,40.0,0,0,0,0,,Matches
134,Yohann Pelé,fr FRA,GK,Marseille,fr Ligue 1,36,1982,2,1,149,1.7,2,1.21,7,4,71.4,1,0,0,0,0.0,1,0,1,0,100.0,Matches
135,Philipp Pentke,de GER,GK,Hoffenheim,de Bundesliga,34,1985,4,4,360,4.0,4,1.00,21,17,85.7,2,0,2,1,25.0,1,1,0,0,0.0,Matches
136,Juan Pérez,es ESP,GK,Osasuna,es La Liga,23,1996,2,2,180,2.0,3,1.50,9,6,77.8,1,1,0,0,0.0,1,1,0,0,0.0,Matches
137,Samu Pérez,es ESP,GK,Valladolid,es La Liga,22,1997,1,0,26,0.3,1,3.46,1,0,100.0,0,0,0,0,,1,1,0,0,0.0,Matches
138,Mattia Perin,it ITA,GK,Genoa,it Serie A,26,1992,21,21,"1,890",21.0,38,1.81,103,66,64.1,8,4,9,5,23.8,2,1,0,1,0.0,Matches
139,Pavao Pervan,at AUT,GK,Wolfsburg,de Bundesliga,31,1987,8,8,720,8.0,8,1.00,37,30,81.1,2,4,2,3,37.5,1,1,0,0,0.0,Matches
140,Danijel Petković,me MNE,GK,Angers,fr Ligue 1,26,1993,2,2,180,2.0,1,0.50,7,6,85.7,1,0,1,1,50.0,0,0,0,0,,Matches
141,Denis Petrić,rs SRB,GK,Nantes,fr Ligue 1,31,1988,1,1,90,1.0,2,2.00,6,4,66.7,0,0,1,0,0.0,0,0,0,0,,Matches
142,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,25,1994,38,38,"3,420",38.0,56,1.47,147,94,63.9,13,10,15,9,23.7,4,3,0,1,0.0,Matches
143,Carlo Pinsoglio,it ITA,GK,Juventus,it Serie A,29,1990,1,0,19,0.2,0,0.00,0,0,,0,0,0,0,,0,0,0,0,,Matches
144,Nick Pope,eng ENG,GK,Burnley,eng Premier League,27,1992,38,38,"3,420",38.0,50,1.32,167,117,72.5,15,9,14,15,39.5,5,4,1,0,20.0,Matches
145,Ionuț Radu,ro ROU,GK,Genoa,it Serie A,22,1997,17,17,"1,530",17.0,35,2.06,98,64,70.4,2,5,10,2,11.8,7,6,0,1,0.0,Matches
146,Boris Radunović,rs SRB,GK,Hellas Verona,it Serie A,23,1996,3,3,270,3.0,8,2.67,15,7,60.0,1,0,2,1,33.3,2,2,0,0,0.0,Matches
147,Rafael,br BRA,GK,Cagliari,it Serie A,37,1982,6,5,454,5.0,11,2.18,17,6,47.1,1,1,3,0,0.0,3,2,0,1,0.0,Matches
148,Predrag Rajković,rs SRB,GK,Reims,fr Ligue 1,23,1995,27,27,"2,430",27.0,18,0.67,87,65,80.5,10,11,6,12,44.4,5,1,4,0,80.0,Matches
149,Aaron Ramsdale,eng ENG,GK,Bournemouth,eng Premier League,21,1998,37,37,"3,330",37.0,62,1.68,187,124,69.5,9,7,21,5,13.5,6,5,1,0,16.7,Matches
150,Darren Randolph,ie IRL,GK,West Ham,eng Premier League,32,1987,2,2,180,2.0,5,2.50,11,6,63.6,0,1,1,0,0.0,1,1,0,0,0.0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
151,Manolo Reina,es ESP,GK,Mallorca,es La Liga,34,1985,36,36,"3,240",36.0,60,1.67,179,119,74.3,9,5,22,5,13.9,15,14,1,0,6.7,Matches
152,Pepe Reina,es ESP,GK,Aston Villa,eng Premier League,36,1982,12,12,"1,080",12.0,20,1.67,53,32,66.0,3,3,6,2,16.7,3,2,1,0,33.3,Matches
153,Pepe Reina,es ESP,GK,Milan,it Serie A,36,1982,2,2,90,1.0,1,1.00,6,4,83.3,1,0,0,0,0.0,1,0,1,0,100.0,Matches
154,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,24,1995,25,25,"2,250",25.0,32,1.28,93,60,73.1,11,4,10,6,24.0,8,7,1,0,12.5,Matches
155,Baptiste Reynet,fr FRA,GK,Toulouse,fr Ligue 1,28,1990,23,22,"2,034",22.6,49,2.17,118,68,61.0,3,3,16,2,9.1,5,3,2,0,40.0,Matches
156,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,25,1993,2,2,180,2.0,4,2.00,10,6,60.0,2,0,0,0,0.0,0,0,0,0,,Matches
157,Roberto,es ESP,GK,West Ham,eng Premier League,33,1986,8,7,687,7.6,17,2.23,51,35,68.6,0,1,6,0,0.0,1,1,0,0,0.0,Matches
158,Roberto,es ESP,GK,Alavés,es La Liga,33,1986,9,8,790,8.8,19,2.16,54,35,70.4,2,1,5,2,25.0,3,3,0,0,0.0,Matches
159,Joel Robles,es ESP,GK,Betis,es La Liga,29,1990,33,33,"2,887",32.1,48,1.50,130,83,71.5,9,11,13,5,15.2,11,11,0,0,0.0,Matches
160,Antonio Rosati,it ITA,GK,Torino,it Serie A,36,1983,1,1,90,1.0,1,1.00,5,4,80.0,0,1,0,0,0.0,0,0,0,0,,Matches
161,Francesco Rossi,it ITA,GK,Atalanta,it Serie A,28,1991,1,0,11,0.1,1,8.18,1,0,0.0,0,0,0,0,,0,0,0,0,,Matches
162,Rubén,es ESP,GK,Osasuna,es La Liga,35,1984,19,18,"1,583",17.6,24,1.36,54,30,61.1,5,9,4,4,22.2,3,3,0,0,0.0,Matches
163,Stéphane Ruffier,fr FRA,GK,Saint-Étienne,fr Ligue 1,32,1986,22,22,"1,980",22.0,40,1.82,100,60,63.0,6,4,12,3,13.6,4,3,0,1,0.0,Matches
164,Gerónimo Rulli,ar ARG,GK,Montpellier,fr Ligue 1,27,1992,25,25,"2,250",25.0,27,1.08,119,91,79.8,11,7,7,8,32.0,5,3,2,0,40.0,Matches
165,Mathew Ryan,au AUS,GK,Brighton,eng Premier League,27,1992,38,38,"3,420",38.0,54,1.42,168,116,69.0,9,14,15,9,23.7,2,2,0,0,0.0,Matches
166,Frederik Rønnow,dk DEN,GK,Eint Frankfurt,de Bundesliga,26,1992,9,9,810,9.0,14,1.56,49,35,75.5,2,3,4,1,11.1,2,2,0,0,0.0,Matches
167,Romain Salin,fr FRA,GK,Rennes,fr Ligue 1,35,1984,5,4,360,4.0,5,1.25,19,13,73.7,2,0,2,1,25.0,1,0,1,0,100.0,Matches
168,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,32,1986,38,38,"3,420",38.0,41,1.08,135,94,75.6,18,8,12,13,34.2,10,8,2,0,20.0,Matches
169,Markus Schubert,de GER,GK,Schalke 04,de Bundesliga,21,1998,9,8,742,8.2,18,2.18,55,37,70.9,1,3,4,2,25.0,2,2,0,0,0.0,Matches
170,Alexander Schwolow,de GER,GK,Freiburg,de Bundesliga,27,1992,24,24,"2,091",23.2,32,1.38,118,86,75.4,9,6,9,4,16.7,3,3,0,0,0.0,Matches
171,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,27,1992,27,27,"2,430",27.0,32,1.19,104,71,75.0,11,5,11,8,29.6,7,6,1,0,14.3,Matches
172,Luigi Sepe,it ITA,GK,Parma,it Serie A,28,1991,34,34,"3,060",34.0,53,1.56,193,137,75.6,13,6,15,5,14.7,9,6,3,0,33.3,Matches
173,Rui Silva,pt POR,GK,Granada,es La Liga,25,1994,35,35,"3,150",35.0,42,1.20,142,99,73.2,15,8,12,12,34.3,5,4,1,0,20.0,Matches
174,Marco Silvestri,it ITA,GK,Hellas Verona,it Serie A,28,1991,35,35,"3,150",35.0,43,1.23,159,117,77.4,11,13,11,9,25.7,7,7,0,0,0.0,Matches
175,Unai Simón,es ESP,GK,Athletic Club,es La Liga,22,1997,34,34,"2,991",33.2,29,0.87,109,82,78.0,13,9,12,12,35.3,7,5,0,2,0.0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
176,Salvatore Sirigu,it ITA,GK,Torino,it Serie A,32,1987,36,36,"3,240",36.0,64,1.78,197,135,72.1,11,6,19,7,19.4,10,9,1,0,10.0,Matches
177,Antonio Sivera,es ESP,GK,Alavés,es La Liga,22,1996,3,3,270,3.0,3,1.00,5,2,60.0,1,1,1,1,33.3,1,1,0,0,0.0,Matches
178,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,28,1991,37,37,"3,330",37.0,64,1.73,187,123,69.0,12,10,15,2,5.4,8,6,1,1,14.3,Matches
179,Dennis Smarsch,de GER,GK,Hertha BSC,de Bundesliga,20,1999,2,1,151,1.7,4,2.38,11,7,63.6,0,0,1,0,0.0,0,0,0,0,,Matches
180,Yann Sommer,ch SUI,GK,Gladbach,de Bundesliga,30,1988,34,34,"3,060",34.0,40,1.18,158,117,75.3,20,5,9,7,20.6,2,1,1,0,50.0,Matches
181,David Soria,es ESP,GK,Getafe,es La Liga,26,1993,38,38,"3,420",38.0,37,0.97,109,73,70.6,14,12,12,15,39.5,6,5,1,0,16.7,Matches
182,Juan Soriano,es ESP,GK,Leganés,es La Liga,21,1997,11,11,990,11.0,18,1.64,39,22,66.7,1,3,7,1,9.1,5,5,0,0,0.0,Matches
183,Marco Sportiello,it ITA,GK,Atalanta,it Serie A,27,1992,6,5,525,5.8,5,0.86,18,13,72.2,4,0,1,2,40.0,0,0,0,0,,Matches
184,Jed Steer,eng ENG,GK,Aston Villa,eng Premier League,26,1992,1,1,7,0.1,,,,,,,,1,,,,,,,,Matches
185,Zack Steffen,us USA,GK,Düsseldorf,de Bundesliga,24,1995,17,17,"1,530",17.0,36,2.12,99,63,64.6,4,3,10,2,11.8,2,1,1,0,50.0,Matches
186,Thomas Strakosha,al ALB,GK,Lazio,it Serie A,24,1995,38,38,"3,420",38.0,42,1.11,154,112,77.3,24,6,8,11,28.9,9,7,1,1,12.5,Matches
187,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,29,1990,29,29,"2,591",28.8,33,1.15,129,95,80.6,19,4,6,11,37.9,10,8,1,1,11.1,Matches
188,Ciprian Tătărușanu,ro ROU,GK,Lyon,fr Ligue 1,33,1986,2,2,180,2.0,2,1.00,11,9,81.8,1,0,1,1,50.0,0,0,0,0,,Matches
189,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,27,1992,36,36,"3,240",36.0,36,1.00,116,79,74.1,24,6,6,14,38.9,7,6,1,0,14.3,Matches
190,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,29,1990,7,7,624,6.9,5,0.72,23,18,91.3,5,1,1,2,28.6,3,3,0,0,0.0,Matches
191,Demba Thiam,sn SEN,GK,SPAL,it Serie A,21,1998,2,2,180,2.0,4,2.00,16,12,81.3,0,1,1,0,0.0,1,1,0,0,0.0,Matches
192,Niclas Thiede,de GER,GK,Freiburg,de Bundesliga,20,1999,1,0,69,0.8,1,1.30,4,3,75.0,0,0,0,0,,0,0,0,0,,Matches
193,Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,29,1990,22,22,"1,980",22.0,38,1.73,105,69,64.8,11,3,8,4,18.2,1,1,0,0,0.0,Matches
194,Mark Travers,ie IRL,GK,Bournemouth,eng Premier League,20,1999,1,1,90,1.0,3,3.00,5,2,40.0,0,0,1,0,0.0,0,0,0,0,,Matches
195,Stefano Turati,it ITA,GK,Sassuolo,it Serie A,17,2001,2,2,180,2.0,4,2.00,12,8,75.0,0,2,0,0,0.0,1,1,0,0,0.0,Matches
196,Samir Ujkani,xk KVX,GK,Torino,it Serie A,31,1988,1,1,90,1.0,3,3.00,6,3,66.7,0,0,1,0,0.0,1,1,0,0,0.0,Matches
197,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,30,1988,2,2,90,1.0,1,1.00,3,2,66.7,1,0,0,0,0.0,0,0,0,0,,Matches
198,Tomáš Vaclík,cz CZE,GK,Sevilla,es La Liga,30,1989,33,33,"2,925",32.5,31,0.95,96,65,69.8,15,12,6,12,36.4,3,2,1,0,33.3,Matches
199,Koke Vegas,es ESP,GK,Levante,es La Liga,23,1995,2,2,180,2.0,2,1.00,10,8,80.0,2,0,0,1,50.0,1,0,0,1,,Matches
200,Mauro Vigorito,it ITA,GK,Lecce,it Serie A,29,1990,5,4,423,4.7,9,1.91,29,20,72.4,3,0,1,1,25.0,1,1,0,0,0.0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
201,Iván Villar,es ESP,GK,Celta Vigo,es La Liga,22,1997,4,3,280,3.1,5,1.61,11,6,54.5,0,1,2,1,33.3,0,0,0,0,,Matches
202,Felix Wiedwald,de GER,GK,Eint Frankfurt,de Bundesliga,29,1990,3,3,270,3.0,8,2.67,20,12,60.0,0,0,3,0,0.0,0,0,0,0,,Matches
203,Yoel,es ESP,GK,Eibar,es La Liga,30,1988,4,4,270,3.0,5,1.67,16,10,68.8,2,0,1,1,25.0,1,0,1,0,100.0,Matches
204,Robin Zentner,de GER,GK,Mainz 05,de Bundesliga,24,1994,22,22,"1,935",21.5,40,1.86,115,75,66.1,8,2,12,3,13.6,2,1,1,0,50.0,Matches
205,Leopold Zingerle,de GER,GK,Paderborn 07,de Bundesliga,25,1994,28,28,"2,520",28.0,57,2.04,152,96,64.5,4,7,17,5,17.9,4,3,1,0,25.0,Matches
1,Adrián,es ESP,GK,Liverpool,eng Premier League,33,1987,3,3,270,3.0,9,3.00,18,9,50.0,1,1,1,1,33.3,0,0,0,0,,Matches
2,Rúnar Alex Rúnarsson,is ISL,GK,Arsenal,eng Premier League,25,1995,1,0,16,0.2,0,0.00,2,2,100.0,0,0,0,0,,0,0,0,0,,Matches
3,Alisson,br BRA,GK,Liverpool,eng Premier League,27,1992,33,33,"2,970",33.0,32,0.97,115,82,75.7,18,8,7,10,30.3,8,4,1,3,20.0,Matches
4,Saturnin Allagbé,bj BEN,GK,Dijon,fr Ligue 1,26,1993,12,12,"1,080",12.0,30,2.50,66,36,56.1,2,2,8,3,25.0,3,1,1,1,50.0,Matches
5,Nícolas Andrade,br BRA,GK,Udinese,it Serie A,32,1988,2,2,180,2.0,5,2.50,6,1,16.7,1,0,1,0,0.0,0,0,0,0,,Matches
6,Ángel,es ESP,GK,Granada,es La Liga,18,2002,1,1,90,1.0,2,2.00,9,6,88.9,0,0,1,0,0.0,2,1,1,0,50.0,Matches
7,Alphonse Areola,fr FRA,GK,Fulham,eng Premier League,27,1993,36,36,"3,240",36.0,48,1.33,161,114,73.9,5,13,18,9,25.0,6,6,0,0,0.0,Matches
8,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,25,1994,7,6,585,6.5,8,1.23,23,15,69.6,2,2,2,2,33.3,1,1,0,0,0.0,Matches
9,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,31,1989,36,36,"3,240",36.0,40,1.11,118,79,72.0,15,13,8,10,27.8,9,7,1,1,12.5,Matches
10,Emil Audero,it ITA,GK,Sampdoria,it Serie A,23,1997,37,37,"3,330",37.0,54,1.46,173,118,72.8,14,7,16,6,16.2,9,7,2,0,22.2,Matches
11,Édgar Badía,es ESP,GK,Elche,es La Liga,28,1992,30,30,"2,700",30.0,46,1.53,141,92,70.9,5,11,14,5,16.7,9,5,3,1,37.5,Matches
12,Stefan Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,18,2001,1,1,90,1.0,4,4.00,4,0,0.0,0,0,1,0,0.0,1,0,0,1,,Matches
13,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,30,1990,31,31,"2,790",31.0,51,1.65,132,81,65.9,10,8,13,6,19.4,9,6,2,1,25.0,Matches
14,Walter Benítez,ar ARG,GK,Nice,fr Ligue 1,27,1993,38,38,"3,420",38.0,53,1.39,176,123,73.9,15,7,16,9,23.7,7,7,0,0,0.0,Matches
15,Alessandro Berardi,it ITA,GK,Hellas Verona,it Serie A,29,1991,1,0,28,0.3,0,0.00,1,1,100.0,0,0,0,0,,0,0,0,0,,Matches
16,Paul Bernardoni,fr FRA,GK,Angers,fr Ligue 1,23,1997,38,38,"3,420",38.0,58,1.53,139,82,63.3,12,8,18,9,23.7,8,7,1,0,12.5,Matches
17,Dimitry Bertaud,cd COD,GK,Montpellier,fr Ligue 1,22,1998,9,7,745,8.3,11,1.33,42,31,76.2,4,2,1,3,42.9,1,1,0,0,0.0,Matches
18,Rubén Blanco,es ESP,GK,Celta Vigo,es La Liga,25,1995,19,19,"1,637",18.2,27,1.48,61,34,57.4,7,6,6,4,21.1,1,1,0,0,0.0,Matches
19,Elias Bördner,de GER,GK,Eint Frankfurt,de Bundesliga,18,2002,1,1,90,1.0,1,1.00,6,5,83.3,1,0,0,0,0.0,0,0,0,0,,Matches
20,Yassine Bounou,ma MAR,GK,Sevilla,es La Liga,29,1991,33,33,"2,970",33.0,28,0.85,106,78,77.4,21,5,7,15,45.5,6,4,2,0,33.3,Matches
21,Claudio Bravo,cl CHI,GK,Betis,es La Liga,37,1983,20,20,"1,800",20.0,25,1.25,75,50,72.0,8,8,4,7,35.0,5,4,1,0,20.0,Matches
22,Fabian Bredlow,de GER,GK,Stuttgart,de Bundesliga,25,1995,1,1,90,1.0,1,1.00,9,8,88.9,1,0,0,0,0.0,0,0,0,0,,Matches
23,Gianluigi Buffon,it ITA,GK,Juventus,it Serie A,42,1978,8,8,720,8.0,5,0.62,21,15,85.7,7,1,0,3,37.5,3,2,1,0,33.3,Matches
24,Roman Bürki,ch SUI,GK,Dortmund,de Bundesliga,29,1990,19,18,"1,665",18.5,30,1.62,92,62,71.7,9,2,7,4,22.2,4,4,0,0,0.0,Matches
