Rk,Squad,Comp,Num_of_Players,Weekly_Wages,Annual_Wages,Pct_Estimated,Season,Weekly_Wages_EUR,Weekly_Wages_GBP,Weekly_Wages_USD,Annual_Wages_EUR,Annual_Wages_GBP,Annual_Wages_USD
30,Lazio,Serie A,122,"€ 1,251,827 (£ 1,049,667, $1,275,751)","€ 65,095,000 (£ 54,582,708, $66,339,071)",100%,2018-2019,1251827.0,1049667.0,1275751.0,65095000.0,54582708.0,66339071.0
31,Bournemouth,Premier League,82,"€ 1,208,389 (£ 1,013,269, $1,231,346)","€ 62,836,237 (£ 52,690,000, $64,030,011)",100%,2018-2019,1208389.0,1013269.0,1231346.0,62836237.0,52690000.0,64030011.0
32,Leverkusen,Bundesliga,82,"€ 1,194,356 (£ 1,001,477, $1,217,182)","€ 62,106,500 (£ 52,076,821, $63,293,461)",100%,2018-2019,1194356.0,1001477.0,1217182.0,62106500.0,52076821.0,63293461.0
33,Fulham,Premier League,82,"€ 1,167,773 (£ 979,212, $1,189,959)","€ 60,724,203 (£ 50,919,000, $61,877,851)",100%,2018-2019,1167773.0,979212.0,1189959.0,60724203.0,50919000.0,61877851.0
34,Newcastle Utd,Premier League,88,"€ 1,143,142 (£ 958,558, $1,164,860)","€ 59,443,389 (£ 49,845,000, $60,572,706)",100%,2018-2019,1143142.0,958558.0,1164860.0,59443389.0,49845000.0,60572706.0
35,Watford,Premier League,93,"€ 1,132,891 (£ 949,962, $1,154,414)","€ 58,910,310 (£ 49,398,000, $60,029,502)",100%,2018-2019,1132891.0,949962.0,1154414.0,58910310.0,49398000.0,60029502.0
36,Athletic Club,La Liga,86,"€ 1,089,365 (£ 913,442, $1,110,185)","€ 56,647,000 (£ 47,498,983, $57,729,620)",100%,2018-2019,1089365.0,913442.0,1110185.0,56647000.0,47498983.0,57729620.0
37,RB Leipzig,Bundesliga,85,"€ 1,052,471 (£ 882,506, $1,072,586)","€ 54,728,500 (£ 45,890,308, $55,774,453)",100%,2018-2019,1052471.0,882506.0,1072586.0,54728500.0,45890308.0,55774453.0
38,Burnley,Premier League,83,"€ 1,015,125 (£ 851,212, $1,034,410)","€ 52,786,491 (£ 44,263,000, $53,789,342)",100%,2018-2019,1015125.0,851212.0,1034410.0,52786491.0,44263000.0,53789342.0
39,Brighton,Premier League,93,"€ 982,054 (£ 823,481, $1,000,711)","€ 51,066,812 (£ 42,821,000, $52,036,991)",100%,2018-2019,982054.0,823481.0,1000711.0,51066812.0,42821000.0,52036991.0
40,Villarreal,La Liga,88,"€ 945,865 (£ 793,116, $963,942)","€ 49,185,000 (£ 41,242,031, $50,125,007)",100%,2018-2019,945865.0,793116.0,963942.0,49185000.0,41242031.0,50125007.0
41,Lyon,Ligue 1,90,"€ 925,365 (£ 775,927, $943,051)","€ 48,119,000 (£ 40,348,183, $49,038,638)",100%,2018-2019,925365.0,775927.0,943051.0,48119000.0,40348183.0,49038638.0
42,Gladbach,Bundesliga,92,"€ 872,260 (£ 731,397, $888,930)","€ 45,357,500 (£ 38,032,645, $46,224,358)",100%,2018-2019,872260.0,731397.0,888930.0,45357500.0,38032645.0,46224358.0
43,Torino,Serie A,102,"€ 859,154 (£ 720,408, $875,574)","€ 44,676,000 (£ 37,461,200, $45,529,833)",100%,2018-2019,859154.0,720408.0,875574.0,44676000.0,37461200.0,45529833.0
44,Wolves,Premier League,85,"€ 852,844 (£ 715,135, $869,047)","€ 44,347,902 (£ 37,187,000, $45,190,433)",100%,2018-2019,852844.0,715135.0,869047.0,44347902.0,37187000.0,45190433.0
45,Fiorentina,Serie A,102,"€ 825,212 (£ 691,947, $840,983)","€ 42,911,000 (£ 35,981,239, $43,731,097)",100%,2018-2019,825212.0,691947.0,840983.0,42911000.0,35981239.0,43731097.0
46,Huddersfield,Premier League,86,"€ 805,325 (£ 675,288, $820,625)","€ 41,876,908 (£ 35,115,000, $42,672,499)",100%,2018-2019,805325.0,675288.0,820625.0,41876908.0,35115000.0,42672499.0
47,Bologna,Serie A,98,"€ 779,942 (£ 653,988, $794,848)","€ 40,557,000 (£ 34,007,385, $41,332,111)",100%,2018-2019,779942.0,653988.0,794848.0,40557000.0,34007385.0,41332111.0
48,Cardiff City,Premier League,92,"€ 756,591 (£ 634,423, $770,964)","€ 39,342,710 (£ 32,990,000, $40,090,150)",100%,2018-2019,756591.0,634423.0,770964.0,39342710.0,32990000.0,40090150.0
49,Sampdoria,Serie A,112,"€ 751,519 (£ 630,155, $765,882)","€ 39,079,000 (£ 32,768,070, $39,825,859)",100%,2018-2019,751519.0,630155.0,765882.0,39079000.0,32768070.0,39825859.0
50,Atalanta,Serie A,131,"€ 747,808 (£ 627,043, $762,099)","€ 38,886,000 (£ 32,606,242, $39,629,172)",100%,2018-2019,747808.0,627043.0,762099.0,38886000.0,32606242.0,39629172.0
51,Genoa,Serie A,117,"€ 734,038 (£ 615,497, $748,067)","€ 38,170,000 (£ 32,005,866, $38,899,485)",100%,2018-2019,734038.0,615497.0,748067.0,38170000.0,32005866.0,38899485.0
52,Real Sociedad,La Liga,81,"€ 732,712 (£ 614,385, $746,715)","€ 38,101,000 (£ 31,948,008, $38,829,174)",100%,2018-2019,732712.0,614385.0,746715.0,38101000.0,31948008.0,38829174.0
53,Eint Frankfurt,Bundesliga,116,"€ 732,365 (£ 614,095, $746,362)","€ 38,083,000 (£ 31,932,921, $38,810,830)",100%,2018-2019,732365.0,614095.0,746362.0,38083000.0,31932921.0,38810830.0
54,Hoffenheim,Bundesliga,92,"€ 728,731 (£ 611,047, $742,658)","€ 37,894,000 (£ 31,774,438, $38,618,219)",100%,2018-2019,728731.0,611047.0,742658.0,37894000.0,31774438.0,38618219.0
55,Betis,La Liga,82,"€ 711,269 (£ 596,405, $724,863)","€ 36,986,000 (£ 31,013,070, $37,692,866)",100%,2018-2019,711269.0,596405.0,724863.0,36986000.0,31013070.0,37692866.0
56,Stuttgart,Bundesliga,88,"€ 699,190 (£ 586,277, $712,553)","€ 36,357,900 (£ 30,486,406, $37,052,763)",100%,2018-2019,699190.0,586277.0,712553.0,36357900.0,30486406.0,37052763.0
57,Sassuolo,Serie A,115,"€ 698,981 (£ 586,101, $712,339)","€ 36,347,000 (£ 30,477,269, $37,041,649)",100%,2018-2019,698981.0,586101.0,712339.0,36347000.0,30477269.0,37041649.0
58,Levante,La Liga,87,"€ 696,885 (£ 584,344, $710,203)","€ 36,238,000 (£ 30,385,866, $36,930,572)",100%,2018-2019,696885.0,584344.0,710203.0,36238000.0,30385866.0,36930572.0
59,Udinese,Serie A,113,"€ 677,981 (£ 568,493, $690,938)","€ 35,255,000 (£ 29,561,612, $35,928,779)",100%,2018-2019,677981.0,568493.0,690938.0,35255000.0,29561612.0,35928779.0
60,Werder Bremen,Bundesliga,94,"€ 676,038 (£ 566,864, $688,959)","€ 35,154,000 (£ 29,476,927, $35,825,854)",100%,2018-2019,676038.0,566864.0,688959.0,35154000.0,29476927.0,35825854.0
61,Cagliari,Serie A,92,"€ 616,788 (£ 517,182, $628,576)","€ 32,073,000 (£ 26,893,482, $32,685,967)",100%,2018-2019,616788.0,517182.0,628576.0,32073000.0,26893482.0,32685967.0
62,Espanyol,La Liga,81,"€ 612,442 (£ 513,538, $624,147)","€ 31,847,000 (£ 26,703,976, $32,455,650)",100%,2018-2019,612442.0,513538.0,624147.0,31847000.0,26703976.0,32455650.0
63,Hertha BSC,Bundesliga,101,"€ 601,702 (£ 504,532, $613,202)","€ 31,288,500 (£ 26,235,671, $31,886,479)",100%,2018-2019,601702.0,504532.0,613202.0,31288500.0,26235671.0,31886479.0
64,Nice,Ligue 1,98,"€ 578,558 (£ 485,125, $589,615)","€ 30,085,000 (£ 25,226,523, $30,659,976)",100%,2018-2019,578558.0,485125.0,589615.0,30085000.0,25226523.0,30659976.0
65,Lille,Ligue 1,78,"€ 537,673 (£ 450,843, $547,949)","€ 27,959,000 (£ 23,443,859, $28,493,341)",100%,2018-2019,537673.0,450843.0,547949.0,27959000.0,23443859.0,28493341.0
66,Rennes,Ligue 1,96,"€ 513,058 (£ 430,203, $522,863)","€ 26,679,000 (£ 22,370,570, $27,188,881)",100%,2018-2019,513058.0,430203.0,522863.0,26679000.0,22370570.0,27188881.0
67,Parma,Serie A,127,"€ 478,923 (£ 401,581, $488,076)","€ 24,904,000 (£ 20,882,217, $25,379,957)",100%,2018-2019,478923.0,401581.0,488076.0,24904000.0,20882217.0,25379957.0
68,SPAL,Serie A,104,"€ 470,596 (£ 394,599, $479,590)","€ 24,471,000 (£ 20,519,142, $24,938,687)",100%,2018-2019,470596.0,394599.0,479590.0,24471000.0,20519142.0,24938687.0
69,Chievo,Serie A,126,"€ 464,827 (£ 389,761, $473,710)","€ 24,171,000 (£ 20,267,585, $24,632,944)",100%,2018-2019,464827.0,389761.0,473710.0,24171000.0,20267585.0,24632944.0
70,Augsburg,Bundesliga,101,"€ 459,529 (£ 385,319, $468,311)","€ 23,895,500 (£ 20,036,577, $24,352,183)",100%,2018-2019,459529.0,385319.0,468311.0,23895500.0,20036577.0,24352183.0
71,Saint-Étienne,Ligue 1,92,"€ 444,096 (£ 372,378, $452,584)","€ 23,093,000 (£ 19,363,673, $23,534,345)",100%,2018-2019,444096.0,372378.0,452584.0,23093000.0,19363673.0,23534345.0
72,Bordeaux,Ligue 1,91,"€ 439,538 (£ 368,557, $447,939)","€ 22,856,000 (£ 19,164,951, $23,292,819)",100%,2018-2019,439538.0,368557.0,447939.0,22856000.0,19164951.0,23292819.0
73,Nantes,Ligue 1,97,"€ 438,635 (£ 367,799, $447,018)","€ 22,809,000 (£ 19,125,542, $23,244,917)",100%,2018-2019,438635.0,367799.0,447018.0,22809000.0,19125542.0,23244917.0
74,Alavés,La Liga,79,"€ 434,904 (£ 364,671, $443,216)","€ 22,615,000 (£ 18,962,866, $23,047,212)",100%,2018-2019,434904.0,364671.0,443216.0,22615000.0,18962866.0,23047212.0
75,Frosinone,Serie A,95,"€ 432,712 (£ 362,832, $440,981)","€ 22,501,000 (£ 18,867,279, $22,931,028)",100%,2018-2019,432712.0,362832.0,440981.0,22501000.0,18867279.0,22931028.0
76,Mainz 05,Bundesliga,96,"€ 412,394 (£ 345,796, $420,276)","€ 21,444,500 (£ 17,981,398, $21,854,342)",100%,2018-2019,412394.0,345796.0,420276.0,21444500.0,17981398.0,21854342.0
77,Rayo Vallecano,La Liga,85,"€ 399,712 (£ 335,161, $407,351)","€ 20,785,000 (£ 17,428,396, $21,182,237)",100%,2018-2019,399712.0,335161.0,407351.0,20785000.0,17428396.0,21182237.0
78,Eibar,La Liga,83,"€ 386,212 (£ 323,842, $393,593)","€ 20,083,000 (£ 16,839,763, $20,466,820)",100%,2018-2019,386212.0,323842.0,393593.0,20083000.0,16839763.0,20466820.0
79,Empoli,Serie A,109,"€ 378,000 (£ 316,956, $385,224)","€ 19,656,000 (£ 16,481,718, $20,031,658)",100%,2018-2019,378000.0,316956.0,385224.0,19656000.0,16481718.0,20031658.0
80,Getafe,La Liga,78,"€ 368,750 (£ 309,200, $375,797)","€ 19,175,000 (£ 16,078,399, $19,541,468)",100%,2018-2019,368750.0,309200.0,375797.0,19175000.0,16078399.0,19541468.0
81,Girona,La Liga,84,"€ 357,385 (£ 299,670, $364,215)","€ 18,584,000 (£ 15,582,841, $18,939,174)",100%,2018-2019,357385.0,299670.0,364215.0,18584000.0,15582841.0,18939174.0
82,Toulouse,Ligue 1,97,"€ 354,346 (£ 297,122, $361,118)","€ 18,426,000 (£ 15,450,357, $18,778,150)",100%,2018-2019,354346.0,297122.0,361118.0,18426000.0,15450357.0,18778150.0
83,Freiburg,Bundesliga,89,"€ 327,779 (£ 274,845, $334,043)","€ 17,044,500 (£ 14,291,956, $17,370,250)",100%,2018-2019,327779.0,274845.0,334043.0,17044500.0,14291956.0,17370250.0
84,Valladolid,La Liga,94,"€ 316,346 (£ 265,259, $322,392)","€ 16,450,000 (£ 13,793,462, $16,764,389)",100%,2018-2019,316346.0,265259.0,322392.0,16450000.0,13793462.0,16764389.0
85,Guingamp,Ligue 1,87,"€ 316,096 (£ 265,049, $322,137)","€ 16,437,000 (£ 13,782,565, $16,751,140)",100%,2018-2019,316096.0,265049.0,322137.0,16437000.0,13782565.0,16751140.0
86,Angers,Ligue 1,91,"€ 299,846 (£ 251,424, $305,577)","€ 15,592,000 (£ 13,074,026, $15,889,986)",100%,2018-2019,299846.0,251424.0,305577.0,15592000.0,13074026.0,15889986.0
87,Huesca,La Liga,88,"€ 296,865 (£ 248,924, $302,539)","€ 15,437,000 (£ 12,944,051, $15,732,028)",100%,2018-2019,296865.0,248924.0,302539.0,15437000.0,12944051.0,15732028.0
88,Düsseldorf,Bundesliga,96,"€ 291,394 (£ 244,337, $296,963)","€ 15,152,500 (£ 12,705,498, $15,442,091)",100%,2018-2019,291394.0,244337.0,296963.0,15152500.0,12705498.0,15442091.0
89,Strasbourg,Ligue 1,88,"€ 263,135 (£ 220,641, $268,164)","€ 13,683,000 (£ 11,473,310, $13,944,506)",100%,2018-2019,263135.0,220641.0,268164.0,13683000.0,11473310.0,13944506.0
90,Montpellier,Ligue 1,81,"€ 254,442 (£ 213,352, $259,305)","€ 13,231,000 (£ 11,094,305, $13,483,867)",100%,2018-2019,254442.0,213352.0,259305.0,13231000.0,11094305.0,13483867.0
91,Reims,Ligue 1,92,"€ 253,577 (£ 212,626, $258,423)","€ 13,186,000 (£ 11,056,572, $13,438,006)",100%,2018-2019,253577.0,212626.0,258423.0,13186000.0,11056572.0,13438006.0
92,Caen,Ligue 1,91,"€ 238,923 (£ 200,339, $243,489)","€ 12,424,000 (£ 10,417,631, $12,661,444)",100%,2018-2019,238923.0,200339.0,243489.0,12424000.0,10417631.0,12661444.0
93,Dijon,Ligue 1,84,"€ 237,885 (£ 199,468, $242,431)","€ 12,370,000 (£ 10,372,351, $12,606,411)",100%,2018-2019,237885.0,199468.0,242431.0,12370000.0,10372351.0,12606411.0
94,Amiens,Ligue 1,87,"€ 217,981 (£ 182,779, $222,147)","€ 11,335,000 (£ 9,504,493, $11,551,631)",100%,2018-2019,217981.0,182779.0,222147.0,11335000.0,9504493.0,11551631.0
95,Nürnberg,Bundesliga,85,"€ 210,904 (£ 176,845, $214,935)","€ 10,967,000 (£ 9,195,924, $11,176,598)",100%,2018-2019,210904.0,176845.0,214935.0,10967000.0,9195924.0,11176598.0
96,Nîmes,Ligue 1,84,"€ 171,269 (£ 143,611, $174,542)","€ 8,906,000 (£ 7,467,755, $9,076,207)",100%,2018-2019,171269.0,143611.0,174542.0,8906000.0,7467755.0,9076207.0
1,Real Madrid,La Liga,80,"€ 6,850,000 (£ 5,743,782, $6,980,915)","€ 356,200,000 (£ 298,676,682, $363,007,586)",46%,2019-2020,6850000.0,5743782.0,6980915.0,356200000.0,298676682.0,363007586.0
2,Barcelona,La Liga,69,"€ 6,631,731 (£ 5,560,762, $6,758,474)","€ 344,850,000 (£ 289,159,607, $351,440,667)",41%,2019-2020,6631731.0,5560762.0,6758474.0,344850000.0,289159607.0,351440667.0
3,Juventus,Serie A,77,"€ 4,914,231 (£ 4,120,624, $5,008,150)","€ 255,540,000 (£ 214,272,431, $260,423,805)",0%,2019-2020,4914231.0,4120624.0,5008150.0,255540000.0,214272431.0,260423805.0
4,Paris S-G,Ligue 1,85,"€ 4,640,192 (£ 3,890,840, $4,728,874)","€ 241,290,000 (£ 202,323,683, $245,901,458)",57%,2019-2020,4640192.0,3890840.0,4728874.0,241290000.0,202323683.0,245901458.0
5,Bayern Munich,Bundesliga,76,"€ 4,117,692 (£ 3,452,719, $4,196,388)","€ 214,120,000 (£ 179,541,413, $218,212,198)",26%,2019-2020,4117692.0,3452719.0,4196388.0,214120000.0,179541413.0,218212198.0
6,Manchester Utd,Premier League,78,"€ 3,794,190 (£ 3,181,538, $3,866,273)","€ 197,297,905 (£ 165,440,000, $201,046,193)",33%,2019-2020,3794190.0,3181538.0,3866273.0,197297905.0,165440000.0,201046193.0
7,Manchester City,Premier League,71,"€ 3,416,927 (£ 2,865,192, $3,481,842)","€ 177,680,216 (£ 148,990,000, $181,055,805)",31%,2019-2020,3416927.0,2865192.0,3481842.0,177680216.0,148990000.0,181055805.0
8,Atlético Madrid,La Liga,68,"€ 3,182,692 (£ 2,668,714, $3,243,519)","€ 165,500,000 (£ 138,773,134, $168,662,987)",56%,2019-2020,3182692.0,2668714.0,3243519.0,165500000.0,138773134.0,168662987.0
9,Chelsea,Premier League,79,"€ 2,744,046 (£ 2,300,962, $2,796,177)","€ 142,690,368 (£ 119,650,000, $145,401,216)",35%,2019-2020,2744046.0,2300962.0,2796177.0,142690368.0,119650000.0,145401216.0
10,Arsenal,Premier League,78,"€ 2,718,589 (£ 2,279,615, $2,770,237)","€ 141,366,618 (£ 118,540,000, $144,052,322)",32%,2019-2020,2718589.0,2279615.0,2770237.0,141366618.0,118540000.0,144052322.0
11,Liverpool,Premier League,70,"€ 2,634,421 (£ 2,209,038, $2,684,470)","€ 136,989,906 (£ 114,870,000, $139,592,457)",31%,2019-2020,2634421.0,2209038.0,2684470.0,136989906.0,114870000.0,139592457.0
12,Tottenham,Premier League,76,"€ 2,467,233 (£ 2,068,846, $2,514,106)","€ 128,296,109 (£ 107,580,000, $130,733,496)",34%,2019-2020,2467233.0,2068846.0,2514106.0,128296109.0,107580000.0,130733496.0
13,Inter,Serie A,83,"€ 2,242,692 (£ 1,880,516, $2,285,554)","€ 116,620,000 (£ 97,786,851, $118,848,807)",0%,2019-2020,2242692.0,1880516.0,2285554.0,116620000.0,97786851.0,118848807.0
14,Roma,Serie A,83,"€ 2,228,462 (£ 1,868,584, $2,271,051)","€ 115,880,000 (£ 97,166,353, $118,094,664)",0%,2019-2020,2228462.0,1868584.0,2271051.0,115880000.0,97166353.0,118094664.0
15,Dortmund,Bundesliga,83,"€ 2,054,231 (£ 1,722,490, $2,093,491)","€ 106,820,000 (£ 89,569,463, $108,861,513)",42%,2019-2020,2054231.0,1722490.0,2093491.0,106820000.0,89569463.0,108861513.0
16,Milan,Serie A,86,"€ 2,022,885 (£ 1,696,206, $2,061,545)","€ 105,190,000 (£ 88,202,695, $107,200,360)",0%,2019-2020,2022885.0,1696206.0,2061545.0,105190000.0,88202695.0,107200360.0
17,Everton,Premier League,76,"€ 2,016,581 (£ 1,690,962, $2,054,892)","€ 104,862,213 (£ 87,930,000, $106,854,401)",37%,2019-2020,2016581.0,1690962.0,2054892.0,104862213.0,87930000.0,106854401.0
18,Napoli,Serie A,82,"€ 1,941,923 (£ 1,628,319, $1,979,037)","€ 100,980,000 (£ 84,672,574, $102,909,901)",0%,2019-2020,1941923.0,1628319.0,1979037.0,100980000.0,84672574.0,102909901.0
19,West Ham,Premier League,74,"€ 1,708,716 (£ 1,432,808, $1,741,178)","€ 88,853,227 (£ 74,506,000, $90,541,270)",32%,2019-2020,1708716.0,1432808.0,1741178.0,88853227.0,74506000.0,90541270.0
20,Crystal Palace,Premier League,69,"€ 1,703,762 (£ 1,428,654, $1,736,131)","€ 88,595,632 (£ 74,290,000, $90,278,786)",39%,2019-2020,1703762.0,1428654.0,1736131.0,88595632.0,74290000.0,90278786.0
21,Leicester City,Premier League,80,"€ 1,686,332 (£ 1,414,038, $1,718,370)","€ 87,689,280 (£ 73,530,000, $89,355,214)",36%,2019-2020,1686332.0,1414038.0,1718370.0,87689280.0,73530000.0,89355214.0
22,Newcastle Utd,Premier League,88,"€ 1,543,683 (£ 1,294,423, $1,573,010)","€ 80,271,532 (£ 67,310,000, $81,796,543)",35%,2019-2020,1543683.0,1294423.0,1573010.0,80271532.0,67310000.0,81796543.0
23,Monaco,Ligue 1,93,"€ 1,524,615 (£ 1,278,403, $1,553,753)","€ 79,280,000 (£ 66,476,944, $80,795,174)",88%,2019-2020,1524615.0,1278403.0,1553753.0,79280000.0,66476944.0,80795174.0
24,Valencia,La Liga,74,"€ 1,448,846 (£ 1,214,870, $1,476,536)","€ 75,340,000 (£ 63,173,220, $76,779,876)",73%,2019-2020,1448846.0,1214870.0,1476536.0,75340000.0,63173220.0,76779876.0
25,RB Leipzig,Bundesliga,102,"€ 1,360,385 (£ 1,140,694, $1,386,384)","€ 70,740,000 (£ 59,316,081, $72,091,964)",50%,2019-2020,1360385.0,1140694.0,1386384.0,70740000.0,59316081.0,72091964.0
26,Watford,Premier League,91,"€ 1,322,600 (£ 1,109,038, $1,347,727)","€ 68,775,206 (£ 57,670,000, $70,081,807)",35%,2019-2020,1322600.0,1109038.0,1347727.0,68775206.0,57670000.0,70081807.0
27,Wolfsburg,Bundesliga,82,"€ 1,285,962 (£ 1,078,290, $1,310,538)","€ 66,870,000 (£ 56,071,056, $68,147,999)",100%,2019-2020,1285962.0,1078290.0,1310538.0,66870000.0,56071056.0,68147999.0
28,Sevilla,La Liga,74,"€ 1,259,808 (£ 1,056,359, $1,283,885)","€ 65,510,000 (£ 54,930,679, $66,762,006)",76%,2019-2020,1259808.0,1056359.0,1283885.0,65510000.0,54930679.0,66762006.0
29,Wolves,Premier League,77,"€ 1,241,414 (£ 1,040,962, $1,264,999)","€ 64,553,524 (£ 54,130,000, $65,779,923)",40%,2019-2020,1241414.0,1040962.0,1264999.0,64553524.0,54130000.0,65779923.0
30,Lazio,Serie A,95,"€ 1,232,885 (£ 1,033,784, $1,256,447)","€ 64,110,000 (£ 53,756,771, $65,335,254)",0%,2019-2020,1232885.0,1033784.0,1256447.0,64110000.0,53756771.0,65335254.0
31,Southampton,Premier League,64,"€ 1,227,883 (£ 1,029,615, $1,251,210)","€ 63,849,914 (£ 53,540,000, $65,062,944)",34%,2019-2020,1227883.0,1029615.0,1251210.0,63849914.0,53540000.0,65062944.0
32,Lyon,Ligue 1,84,"€ 1,210,385 (£ 1,014,918, $1,233,517)","€ 62,940,000 (£ 52,775,716, $64,142,890)",93%,2019-2020,1210385.0,1014918.0,1233517.0,62940000.0,52775716.0,64142890.0
33,Aston Villa,Premier League,82,"€ 1,173,071 (£ 983,654, $1,195,357)","€ 60,999,684 (£ 51,150,000, $62,158,568)",34%,2019-2020,1173071.0,983654.0,1195357.0,60999684.0,51150000.0,62158568.0
34,Villarreal,La Liga,78,"€ 1,142,115 (£ 957,673, $1,163,943)","€ 59,390,000 (£ 49,799,012, $60,525,042)",86%,2019-2020,1142115.0,957673.0,1163943.0,59390000.0,49799012.0,60525042.0
35,Brighton,Premier League,84,"€ 1,117,341 (£ 936,923, $1,138,569)","€ 58,101,751 (£ 48,720,000, $59,205,581)",36%,2019-2020,1117341.0,936923.0,1138569.0,58101751.0,48720000.0,59205581.0
36,Gladbach,Bundesliga,84,"€ 1,039,423 (£ 871,565, $1,059,288)","€ 54,050,000 (£ 45,321,378, $55,082,988)",75%,2019-2020,1039423.0,871565.0,1059288.0,54050000.0,45321378.0,55082988.0
37,Burnley,Premier League,73,"€ 1,019,872 (£ 855,192, $1,039,248)","€ 53,033,354 (£ 44,470,000, $54,040,892)",33%,2019-2020,1019872.0,855192.0,1039248.0,53033354.0,44470000.0,54040892.0
38,Bournemouth,Premier League,84,"€ 971,252 (£ 814,423, $989,704)","€ 50,505,114 (£ 42,350,000, $51,464,621)",32%,2019-2020,971252.0,814423.0,989704.0,50505114.0,42350000.0,51464621.0
39,Hertha BSC,Bundesliga,97,"€ 970,577 (£ 813,837, $989,126)","€ 50,470,000 (£ 42,319,518, $51,434,570)",99%,2019-2020,970577.0,813837.0,989126.0,50470000.0,42319518.0,51434570.0
40,Marseille,Ligue 1,78,"€ 949,038 (£ 795,777, $967,176)","€ 49,350,000 (£ 41,380,386, $50,293,161)",90%,2019-2020,949038.0,795777.0,967176.0,49350000.0,41380386.0,50293161.0
41,Schalke 04,Bundesliga,80,"€ 935,192 (£ 784,167, $953,065)","€ 48,630,000 (£ 40,776,662, $49,559,403)",100%,2019-2020,935192.0,784167.0,953065.0,48630000.0,40776662.0,49559403.0
42,Athletic Club,La Liga,76,"€ 929,423 (£ 779,329, $947,186)","€ 48,330,000 (£ 40,525,107, $49,253,671)",100%,2019-2020,929423.0,779329.0,947186.0,48330000.0,40525107.0,49253671.0
43,Leverkusen,Bundesliga,74,"€ 919,615 (£ 771,105, $937,191)","€ 47,820,000 (£ 40,097,475, $48,733,923)",46%,2019-2020,919615.0,771105.0,937191.0,47820000.0,40097475.0,48733923.0
44,Genoa,Serie A,89,"€ 919,423 (£ 770,944, $936,995)","€ 47,810,000 (£ 40,089,088, $48,723,731)",0%,2019-2020,919423.0,770944.0,936995.0,47810000.0,40089088.0,48723731.0
45,Fiorentina,Serie A,87,"€ 918,654 (£ 770,299, $936,211)","€ 47,770,000 (£ 40,055,547, $48,682,965)",0%,2019-2020,918654.0,770299.0,936211.0,47770000.0,40055547.0,48682965.0
46,Hoffenheim,Bundesliga,86,"€ 916,346 (£ 768,364, $933,859)","€ 47,650,000 (£ 39,954,925, $48,560,670)",99%,2019-2020,916346.0,768364.0,933859.0,47650000.0,39954925.0,48560670.0
47,Torino,Serie A,78,"€ 890,000 (£ 746,272, $907,009)","€ 46,280,000 (£ 38,806,165, $47,164,491)",0%,2019-2020,890000.0,746272.0,907009.0,46280000.0,38806165.0,47164491.0
48,Eint Frankfurt,Bundesliga,94,"€ 828,269 (£ 694,511, $844,099)","€ 43,070,000 (£ 36,114,558, $43,893,140)",100%,2019-2020,828269.0,694511.0,844099.0,43070000.0,36114558.0,43893140.0
49,Cagliari,Serie A,81,"€ 824,038 (£ 690,963, $839,787)","€ 42,850,000 (£ 35,930,081, $43,668,940)",0%,2019-2020,824038.0,690963.0,839787.0,42850000.0,35930081.0,43668940.0
50,Werder Bremen,Bundesliga,88,"€ 818,077 (£ 685,964, $833,712)","€ 42,540,000 (£ 35,670,148, $43,353,010)",100%,2019-2020,818077.0,685964.0,833712.0,42540000.0,35670148.0,43353010.0
51,Real Sociedad,La Liga,73,"€ 751,731 (£ 630,333, $766,098)","€ 39,090,000 (£ 32,777,291, $39,837,075)",100%,2019-2020,751731.0,630333.0,766098.0,39090000.0,32777291.0,39837075.0
52,Köln,Bundesliga,87,"€ 748,654 (£ 627,753, $762,962)","€ 38,930,000 (£ 32,643,134, $39,674,021)",100%,2019-2020,748654.0,627753.0,762962.0,38930000.0,32643134.0,39674021.0
53,Celta Vigo,La Liga,75,"€ 721,731 (£ 605,177, $735,524)","€ 37,530,000 (£ 31,469,218, $38,247,261)",96%,2019-2020,721731.0,605177.0,735524.0,37530000.0,31469218.0,38247261.0
54,Sampdoria,Serie A,85,"€ 714,808 (£ 599,372, $728,469)","€ 37,170,000 (£ 31,167,358, $37,880,380)",0%,2019-2020,714808.0,599372.0,728469.0,37170000.0,31167358.0,37880380.0
55,Bologna,Serie A,73,"€ 709,231 (£ 594,696, $722,785)","€ 36,880,000 (£ 30,924,189, $37,584,840)",0%,2019-2020,709231.0,594696.0,722785.0,36880000.0,30924189.0,37584840.0
56,Atalanta,Serie A,70,"€ 708,077 (£ 593,728, $721,610)","€ 36,820,000 (£ 30,873,879, $37,523,695)",0%,2019-2020,708077.0,593728.0,721610.0,36820000.0,30873879.0,37523695.0
57,Betis,La Liga,73,"€ 696,538 (£ 584,053, $709,850)","€ 36,220,000 (£ 30,370,776, $36,912,224)",100%,2019-2020,696538.0,584053.0,709850.0,36220000.0,30370776.0,36912224.0
58,Rennes,Ligue 1,84,"€ 679,423 (£ 569,702, $692,408)","€ 35,330,000 (£ 29,624,500, $36,005,216)",98%,2019-2020,679423.0,569702.0,692408.0,35330000.0,29624500.0,36005216.0
59,Leganés,La Liga,77,"€ 679,231 (£ 569,541, $692,212)","€ 35,320,000 (£ 29,616,119, $35,995,024)",99%,2019-2020,679231.0,569541.0,692212.0,35320000.0,29616119.0,35995024.0
